THE BUILDERS STOP LIMITED
"Distributor List 
 
"
"Company1:29CARLIBAYROAD,COUVA,,GSTNO:00000
All Company,All Division,458,Pona Hardware & Plumbing Supplies Ltd,,,AREA,16 Fire Station Road,Exchance Lots,,0,,636-7662,,,,,Couva,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Rennie,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-05 13:57:41,2023-08-27 11:06:37,1,0.00,No,No,,No,0.00
All Company,All Division,167,Prakash Auto & Hardware supplies Limited,,,AREA,Range rd Five Rivers Arouca,,,0,,692-7152,777-5858,pascoltt@gmail.com,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Alicia,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-03 11:56:00,,1,0.00,No,No,,No,0.00
All Company,All Division,2927,Pravin Roofing & Sawmilling Co Limited,,,AREA,#57 Katwaroo Branch Trace Penal,,,0,,387-1722/232-0972,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-08-08 16:06:47,,1,0.00,No,No,,No,0.00
All Company,All Division,1694,Profilbau,,,AREA,34 Charran Maraj Trace,,,0,,,654-1057,profilbau5@gmail.com,,,Barrackpore,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-04-18 17:11:59,,1,0.00,No,No,,No,0.00
All Company,All Division,1888,PVF Limited,,,AREA,,,,0,,,,,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-06-10 16:07:02,,1,0.00,No,No,,No,0.00
All Company,All Division,2774,QPSL,,,AREA,LP85 CALCUTTA SETTLEMENT RD NO 1,,,0,,673-5000,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-06-02 16:07:36,,1,0.00,No,No,,No,0.00
All Company,All Division,1827,RAH,,,AREA,,,,0,,,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-05-22 16:02:13,,1,0.00,No,No,,No,0.00
All Company,All Division,444,Ramlagans General Hardware,,,AREA,Main Rd Balmain Couva,,,0,,636-4747/7624,322-2683,,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-03 13:55:56,2023-09-01 15:33:06,1,0.00,No,No,,No,0.00
All Company,All Division,267,Ravi Pet,,,AREA,15A Celina Roopmin Ave,Lot B New Colonial Road,,0,,868-324-7959,868-282-9447,ravibarbersalon@gmail.com,,,Barrackpore,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-09 09:37:29,2023-08-27 11:06:55,1,0.00,No,No,,No,0.00
All Company,All Division,2234,RCJ Ramsey,,,AREA,,,,0,,,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-10-23 15:37:51,,1,0.00,No,No,,No,0.00
All Company,All Division,720,Real Tuff Builders,,,AREA,,13-15 Boundry Road,,0,,638-8558,,,,,San Juan,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-09-17 09:50:57,,1,0.00,No,No,,No,0.00
All Company,All Division,162,REM Marketing Limited,,,AREA,Lachoos Road Penal,,,0,,647-4037,350-5538,remmarketinglimited@gmail.com,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Lorraine,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-03 11:46:57,,1,0.00,No,No,,No,0.00
All Company,All Division,269,RFS Trinidad Ltd.,,,AREA,8 Royal Road,,,0,,652-3811,,,,,San Fernando,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Neela Sookram-Samaroo,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-09 09:42:48,2023-08-27 11:07:19,1,0.00,No,No,,No,0.00
All Company,All Division,481,Rojan Marketing Ltd,,,AREA,19A El Socorro Rd Ext 1,,,0,,612-4756,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-08 16:20:21,,1,0.00,No,No,,No,0.00
All Company,All Division,1539,Rollin Tyre Importers Ltd.,,,AREA,5 Milton Road,Balmain,,0,,,686-1733,,,,Couva,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-03-12 15:59:36,,1,0.00,No,No,,No,0.00
All Company,All Division,411,Rotoplastics Trinidad Limited,,,AREA,Don Miguel Road Ext,,,0,,674-8339,,,,,San Juan,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-28 16:57:33,,1,0.00,No,No,,No,0.00
All Company,All Division,1300,Royal House of Aluminium,,,AREA,LP #180 Manahambre Road,,,0,,655-9029,,royalhoaltd@gmail.com,,,Princes Town,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-01-12 12:18:38,,1,0.00,No,No,,No,0.00
All Company,All Division,1768,S&N Fab Shop,,,AREA,,,,0,,,,,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-05-09 08:32:00,,1,0.00,No,No,,No,0.00
All Company,All Division,2537,S.V.S. Pharmaceuticals Ltd,,,AREA,LP#12 Waterloo Road,,,0,,692-5600,,,,,Arouca,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-02-27 11:20:05,,1,0.00,No,No,,No,0.00
All Company,All Division,265,Safeplas Marketing Ltd,,,AREA,Gildharie St,,,0,,729-5070,716-9044,,,,Claxton Bay,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-09 09:28:25,,1,0.00,No,No,,No,0.00
All Company,All Division,1282,Samaroos Limited,,,AREA,#2 Chootoo Road,El Socorro,,0,,674-4108,,,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-01-05 16:59:25,,1,0.00,No,No,,No,0.00
All Company,All Division,332,Samlalsingh Business Centre,,,AREA,185 Union Road,,,0,,658-7419-21,724-8408,sbchardwarett@gmail.com,,,Marabella,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Sean,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-17 12:26:58,,1,0.00,No,No,,No,0.00
All Company,All Division,1944,SAMSON CONTRACTOR,,,AREA,ROYSTONIA COUVA OPP KADIR,,,0,,,750-1980,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,STEPHEN,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-06-27 09:20:18,2025-06-02 13:17:45,1,0.00,No,No,,No,0.00
All Company,All Division,2088,SAN FERNANDO ENTERPRISES LIMITED,,,AREA,38 ST JAMES STREET,,,0,,,652-2473,SALES@HENCKEL.COM,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-08-21 16:01:50,,1,0.00,No,No,,No,0.00
All Company,All Division,1358,SANDY RAMPERSAD ( S&N FABRICATING ),,,AREA,,,,0,,,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-01-29 11:30:40,,1,0.00,No,No,,No,0.00
All Company,All Division,2511,SCL TRINIDAD LIMITED,,,AREA,MARABELLA #48 TAYLOR STREET,,,0,,291-9745-9785,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-02-14 16:31:21,,1,0.00,No,No,,No,0.00
All Company,All Division,344,Screw solutions limited,,,AREA,28 A Ramanan trc garth rd Williamsville,,,0,,655-8128,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Craig,,30,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-19 12:37:38,,1,0.00,No,No,,No,0.00
All Company,All Division,164,Screw tek Limited,,,AREA,792 Paporie RD Barrackpore,,,0,,654-5205,295-5109,screwtekltd@hotmail.com,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,Chris,,,Material & Service,,0,2023-07-03 11:50:29,,1,0.00,No,No,,No,0.00
All Company,All Division,1323,SGI Distributors,,,AREA,Unit 1 Minesett Holdings Complex,Chanka Trace,,0,,,675-8133,E-sales@sgidistributorsltd.com,,,"El Socorro Ext, San Juan",,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-01-19 16:17:59,,1,0.00,No,No,,No,0.00
All Company,All Division,248,Shazam enterprises and investments ltd,,,AREA,150 Caratal rd Gasparillo,,,0,,650-4837,387-0904,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,30,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,Ashraff,,,Material & Service,,0,2023-07-07 10:20:21,,1,0.00,No,No,,No,0.00
All Company,All Division,165,Shazam Mohammed Contractors ltd,,,AREA,1877 Naparima Mayaro rd Poole village Rio Claro,,,0,,380-3558,357-0653,smc-ltd@live.com,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,ASHRAV,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-03 11:53:40,,1,0.00,No,No,,No,0.00
All Company,All Division,482,Sheik Lisha Ltd,,,AREA,44 SMR Warrenville Cunupia,,,0,,671-6570,,,,,665-3336,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-09 14:22:15,2023-08-27 11:07:53,1,0.00,No,No,,No,0.00
All Company,All Division,1237,SHEKENIAH ENTERPRISES LIMITED,,,AREA,,,,0,,671-4039,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-12-20 08:44:03,,1,0.00,No,No,,No,0.00
All Company,All Division,1394,Sherwin-Williams,,,AREA,249 Southern Main Road,,,0,,658-4031,,,,,Marabella,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-02-11 08:03:54,,1,0.00,No,No,,No,0.00
All Company,All Division,1555,South Savers,,,AREA,Lot #5 Batchyia Village,,,0,,,,,,,Penal,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-03-14 16:09:59,,1,0.00,No,No,,No,0.00
All Company,All Division,1553,South Savers Discount Centre Limited,,,AREA,5 Batchyia Village Penal,,,0,,377-0260 sheldon,219-0475,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,SHELDON-,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-03-14 15:40:26,2024-07-05 11:44:20,1,0.00,No,No,,No,0.00
All Company,All Division,2299,SOUTH-TEK ELECTRONICS LIMITED,,,AREA,,15A CELINA ROOPMIN AVE LOT B BARRACKPORE,,0,,324-7959,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-11-22 09:54:23,,1,0.00,No,No,,No,0.00
All Company,All Division,3194,South-Tek Electronics Ltd,,,AREA,#15A Celina Roopmin Ave,New Colonial Road,,0,,,324-7959,,,,Barrackpore,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-12-04 08:49:00,,1,0.00,No,No,,No,0.00
All Company,All Division,451,Southern Chemicals & Agricultural Supplies Ltd.,,,AREA,#76 Ramsaran Street,,,0,,665-1315,395-5554,,,,Chaguanas,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Ravi,,30,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-05 08:19:30,,1,0.00,No,No,,No,0.00
All Company,All Division,2035,Southern Supplies Ltd,,,AREA,40-44 Sutton Street,,,0,,,634-1659,sales@ssltt.com,,,San Fernando,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-08-01 07:57:55,,1,0.00,No,No,,No,0.00
All Company,All Division,123,SOUTHERN WHOLESALE STORES LTD,,,AREA,,,,0,,,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-06-28 12:08:04,,1,0.00,No,No,,No,0.00
All Company,All Division,1497,SSMS MARKETING LTD,,,AREA,1195 Papourie Road,,,0,,492-9385,684-5161,,,,Upper Barrackpore,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-03-05 07:33:33,,1,0.00,No,No,,No,0.00
All Company,All Division,404,Stanmark Limited,,,AREA,54 Boundary Road Extension,,,0,,228-2837,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-28 08:08:31,,1,0.00,No,No,,No,0.00
All Company,All Division,262,Sterlin Super Sea-Mesh Trading,,,AREA,Garth Road,,,0,,314-0014,357-6442,,,,Williamsville,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Carl,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-09 08:57:01,,1,0.00,No,No,,No,0.00
All Company,All Division,2713,Super A Handy Toolz Ltd,,,AREA,Rivulet Branch Road,Indian Trail,,0,,689-2120,,,,,Couva,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-05-08 14:25:16,,1,0.00,No,No,,No,0.00
All Company,All Division,2923,Superior Hardware Supplies Ltd,,,AREA,79 A FORRES PARK ROAD CLAXTON BAY,,,0,,222-3045,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-08-06 15:35:37,,1,0.00,No,No,,No,0.00
All Company,All Division,619,T.S.D.C & Accessories,,,AREA,,,,0,,751-2911,,personalcarett@yahoo.com,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-30 15:16:09,2023-09-13 13:19:19,1,0.00,No,No,,No,0.00
All Company,All Division,3021,The Capital Eqipment Store Limited,,,AREA,17 Gaston street lange park changuanas,,,0,,,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-09-19 15:42:23,,1,0.00,No,No,,No,0.00
All Company,All Division,1461,The Reel Deal Outdoors,,,AREA,LP 59 Kallian Road,Las Lomas,,0,,,681-3758,,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-02-26 10:14:19,,1,0.00,No,No,,No,0.00
All Company,All Division,1109,Tile Warehouse,,,AREA,,,,0,,,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-11-21 15:21:59,,1,0.00,No,No,,No,0.00
All Company,All Division,689,Trade Bridge Limited,,,AREA,78 Wrightson Road,,,0,,625-4324,,,,,P.O.S.,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-09-13 11:35:09,,1,0.00,No,No,,No,0.00
All Company,All Division,1991,Trimac Enterprises Ltd,,,AREA,LP# 56 Southern Main Road,,,0,,232-1636,715-7394,,,,Chase Village,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-07-12 12:57:08,,1,0.00,No,No,,No,0.00
All Company,All Division,2797,Trinclean,,,AREA,,,,0,,756-5250,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-06-11 16:32:01,,1,0.00,No,No,,No,0.00
All Company,All Division,322,Trinidad Cement Limited,,,AREA,,,,0,,225-8254,307-3027,tcl.sales@cemex.com,,,Claxton Bay,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,Nicholas,,7,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-15 10:28:31,2023-07-15 10:28:50,1,0.00,No,No,,No,0.00
All Company,All Division,465,Trinity Hardware & Adhesive Limited,,,AREA,5b F&H Building Trincity Industrial Estate,,,0,,640-3496,,,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-07 12:37:01,2023-09-04 16:55:37,1,0.00,No,No,,No,0.00
All Company,All Division,154,Trinrico steel and wire products,,,AREA,"1a Cottage road , Reform village Gasparillo",,,0,,650-2115,704-8539,sales@trinricosteel.com,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,OFFICE,,30,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,Joshua,OFFICE,,Material & Service,,0,2023-07-03 11:28:03,,1,0.00,No,No,,No,0.00
All Company,All Division,3009,Triple M Equipment,,,AREA,Palmiste San Fernando,,,0,,681-0480,,mitragobin@ymail.com,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-09-15 14:35:28,,1,0.00,No,No,,No,0.00
All Company,All Division,386,Tropicote Enterprises Limited,,,AREA,Chin Chin rd Cunupia,,,0,,665-3017,799-9206,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-07-25 08:57:51,2024-10-02 14:51:51,1,0.00,No,No,,No,0.00
All Company,All Division,1450,Truefast Marketing,,,AREA,282 Ramnanan Trace,Garth Road,,0,,272-2727,,,,,Willamsville,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-02-23 12:46:52,,1,0.00,No,No,,No,0.00
All Company,All Division,599,ULTIMATE HARDWARE LIMITED,,,AREA,251 KELLY VILLAGE PIARCO,,,0,,669-0443,,,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-26 12:37:50,2023-08-27 11:08:25,1,0.00,No,No,,No,0.00
All Company,All Division,1732,Uncle Bens Steel Window & Doors,,,AREA,#2 Cemetery Street,Chaguanas,,0,,,720-8747,,,,,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2024-04-26 16:26:45,,1,0.00,No,No,,No,0.00
All Company,All Division,2893,UTOOLZ HARDWARE & AGRI SUPPLIES,,,AREA,198 SMR CLAXTON BAY,,,0,,,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-07-25 14:29:52,,1,0.00,No,No,,No,0.00
All Company,All Division,503,VIMIK LTD,,,AREA,LOT # 11 ARIELLE GARDENS UPPER SCHOOL STREET CARENAGE,,,0,,290-9234,222-3300,venuewimage@gmail.com,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-08-11 16:32:48,,1,0.00,No,No,,No,0.00
All Company,All Division,739,WESTCO TONES,,,AREA,63-67 CENTURY DR TRINCITY ESTATE,,,0,,235-5020,,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2023-09-20 08:52:27,,1,0.00,No,No,,No,0.00
All Company,All Division,3069,Wholesale Marketing & Services Ltd.,,,AREA,"Majuba Cross Road,",,,0,,724-5501,,,,,Petit Valley,,,Cash,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-10-09 13:38:30,,1,0.00,No,No,,No,0.00
All Company,All Division,3192,Zaan Enterprise,,,AREA,Barrackpore,,,0,,,681-5037,,,,,,,Credit,,,,,,Both,Active,HARDWARE,,Local,With C-Form,NA,,,,0,0.00,0.00,0.00,0.00,0,,,0.00,0,No,NO,No,No,No,No,No,No,,,,,Material & Service,,0,2025-12-03 15:07:03,,1,0.00,No,No,,No,0.00
